Contribution_ID,Paper_ID,Paper_Title,Predicate_ID,Predicate_Label,Object_ID,Property_Type,Value,Availability%,Avail_Reason,Accessibility%,Access_Reason,Linkability%,Link_Reason,License%,Lic_Reason,Repo_Type,Ontology_Source,License_Name
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502177,literal,All (Spearman's correlation): 83.42,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502027,literal,All (Spearman's correlation): 81.6,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501991,literal,Test: 93.0,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501990,literal,Dev: 92.5,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501989,literal,Test: 82.5,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501988,literal,Dev: 83.7,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501987,literal,Test: 72.8,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501986,literal,Dev: 74.3,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501984,literal,Test: 90.7,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L501983,literal,Dev: 91.1,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,description,description,L366941,literal,Covers natural language processing. Roughly includes material in ACM Subject Cla,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P2005,dataset,R6233,resource,MusicBrainz,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6233,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P2005,dataset,R6237,resource,DBpedia 3.7,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6237,100,Inapplicable (not repo URL),,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,url,url,L3645856,url,https://gitlab.com/TIBHannover/orkg,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: Unsupported: gitlab,gitlab,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,P184253,LLM Use in Methodology,R38530,resource,SciBERT,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R38530,100,Inapplicable (not repo URL),,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,P184253,LLM Use in Methodology,L3645853,literal,true,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,description,description,L3645850,literal,"Core Architecture - Multi-Modal Approach. 
The ORKG uses combination of crowdsou",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,P15239,Methodology,R1568636,resource,ORKG_Methodology,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R1568636,100,Inapplicable (not repo URL),,,
R189082,R8186,Open Research Knowledge Graph: Next Generation Inf,description,description,L3645846,literal,The paper addresses the challenge that scholarly knowledge remains document-base,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8194,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8155,url,https://fasttext.cc/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8194,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8154,literal,Multilingual word embeddings created by Facebook,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8194,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8151,literal,Conceptional background of the state-of-the-art comparison feature,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8194,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8150,literal,Benchmarks the comparison system against a naive baseline in terms of time,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,R137033,resource,Programming language,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R137033,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P7055,Data type,L8490,literal,Free text,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P7052,Supports research data,L8487,literal,Partially,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P7050,Metadata,L8485,literal,T,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8179,url,http://orkg.org/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1002,uses framework,R8134,resource,Flask,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8134,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8170,url,https://www.elastic.co/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8169,literal,Elastic search indexing engine,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8168,url,https://gitlab.com/TIBHannover/orkg/orkg-similarity,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: Unsupported: gitlab,gitlab,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8167,literal,"Similarity and Comparision framework, to compare research contributions and find",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1000,uses library,R8206,resource,pandas,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8206,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1000,uses library,R8205,resource,numpy,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8205,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P15,implementation,R8204,resource,Simcomp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8204,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1002,uses framework,R8133,resource,Spring Security,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8133,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1002,uses framework,R8132,resource,Spring Boot,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8132,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8166,url,https://gitlab.com/TIBHannover/orkg/orkg-backend,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: Unsupported: gitlab,gitlab,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8165,literal,"Where the data is stored and processed, It contains the business logic and the R",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P15,implementation,R8203,resource,Backend,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8203,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8164,url,https://gitlab.com/TIBHannover/orkg/orkg-frontend,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: Unsupported: gitlab,gitlab,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8163,literal,"The user interface, which contains the main three functionalities of curation, c",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L8162,url,https://reactjs.org/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1000,uses library,R8202,resource,React JS,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8202,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P15,implementation,R8201,resource,Frontend,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R8201,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P14,description,L8158,literal,"Aimed to determine user performance, identify major (positive and negative) aspe",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1004,model,R1047,resource,Linked Property Graph,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R1047,100,Inapplicable (not repo URL),,,
R8199,R8186,Open Research Knowledge Graph: Next Generation Inf,P1003,url,L4,url,https://neo4j.com,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R505901,R11010,Deeper Text Understanding for IR with Contextual N,P1004,model,PWC_BERT_MAXP_MODEL,resource,Bert-maxp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_BERT_MAXP_MODEL,100,Inapplicable (not repo URL),,,
R505901,R11010,Deeper Text Understanding for IR with Contextual N,P2005,dataset,PWC_TREC_ROBUST04_BENCHMARK_DATASET,resource,Trec robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_TREC_ROBUST04_BENCHMARK_DATASET,100,Inapplicable (not repo URL),,,
R505901,R11010,Deeper Text Understanding for IR with Contextual N,PWC_HAS_BENCHMARK,Benchmark,R505902,resource,Benchmark TREC Robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R505902,100,Inapplicable (not repo URL),,,
R505901,R11010,Deeper Text Understanding for IR with Contextual N,P4077,source code,L948477,url,https://github.com/AdeDZY/SIGIR19-BERT-IR,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 3-Clause ""New"" or ""Revised"" License",github,,"BSD 3-Clause ""New"" or ""Revised"" License"
R505905,R11010,Deeper Text Understanding for IR with Contextual N,P1004,model,PWC_BERT_SUMP_MODEL,resource,Bert-sump,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_BERT_SUMP_MODEL,100,Inapplicable (not repo URL),,,
R505905,R11010,Deeper Text Understanding for IR with Contextual N,P2005,dataset,PWC_TREC_ROBUST04_BENCHMARK_DATASET,resource,Trec robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_TREC_ROBUST04_BENCHMARK_DATASET,100,Inapplicable (not repo URL),,,
R505905,R11010,Deeper Text Understanding for IR with Contextual N,PWC_HAS_BENCHMARK,Benchmark,R505906,resource,Benchmark TREC Robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R505906,100,Inapplicable (not repo URL),,,
R505905,R11010,Deeper Text Understanding for IR with Contextual N,P4077,source code,L948479,url,https://github.com/AdeDZY/SIGIR19-BERT-IR,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 3-Clause ""New"" or ""Revised"" License",github,,"BSD 3-Clause ""New"" or ""Revised"" License"
R505909,R11010,Deeper Text Understanding for IR with Contextual N,P1004,model,PWC_BERT_FIRSTP_MODEL,resource,Bert-firstp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_BERT_FIRSTP_MODEL,100,Inapplicable (not repo URL),,,
R505909,R11010,Deeper Text Understanding for IR with Contextual N,P2005,dataset,PWC_TREC_ROBUST04_BENCHMARK_DATASET,resource,Trec robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_TREC_ROBUST04_BENCHMARK_DATASET,100,Inapplicable (not repo URL),,,
R505909,R11010,Deeper Text Understanding for IR with Contextual N,PWC_HAS_BENCHMARK,Benchmark,R505910,resource,Benchmark TREC Robust04,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R505910,100,Inapplicable (not repo URL),,,
R505909,R11010,Deeper Text Understanding for IR with Contextual N,P4077,source code,L948481,url,https://github.com/AdeDZY/SIGIR19-BERT-IR,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 3-Clause ""New"" or ""Revised"" License",github,,"BSD 3-Clause ""New"" or ""Revised"" License"
R525745,R11019,Identity Mappings in Deep Residual Networks,description,description,L1113100,literal,Image Classification is a fundamental task in vision recognition that aims to un,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P1004,model,PWC_RESNET_200_MODEL,resource,Resnet-200,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_RESNET_200_MODEL,100,Inapplicable (not repo URL),,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P2005,dataset,PWC_IMAGENET_BENCHMARK_DATASET,resource,Imagenet,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource PWC_IMAGENET_BENCHMARK_DATASET,100,Inapplicable (not repo URL),,,
R525745,R11019,Identity Mappings in Deep Residual Networks,PWC_HAS_BENCHMARK,Benchmark,R525746,resource,Benchmark ImageNet,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R525746,100,Inapplicable (not repo URL),,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970603,url,https://github.com/sitegui/ceci-nest-pas-un-chat,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970602,url,https://github.com/serjtroshin/pytorch-cifar-models,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970601,url,https://github.com/yatharthagarwal/x_ray,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970600,url,https://github.com/horse007666/ResNet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970599,url,https://github.com/kaseris/ILSVRCPlus,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970598,url,https://github.com/jofas/master_thesis,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: GNU General Public License v3.0,github,,GNU General Public License v3.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970597,url,https://github.com/rickyHong/JPEG-Defense-repl,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970596,url,https://github.com/HubertTW/1st-DL-CVMarathon,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970595,url,https://github.com/bclwan/MRI_Brain_Segmentation,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970594,url,https://github.com/seansoleyman/cifar10-resnet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970593,url,https://github.com/ashishpatel26/BrainMRI-Segmentation-Keras,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970592,url,https://github.com/1M50RRY/resnet18-preact,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970591,url,https://github.com/zjZSTU/ResNet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970590,url,https://github.com/Jeongyun-Lee-0423/Classification,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970589,url,https://github.com/statsu1990/ReZero-Cifar100,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970588,url,https://github.com/brain-bzh/MCNN,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970587,url,https://github.com/MichaelWangfc/distributed-tensorflow-resnet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970586,url,https://github.com/iArunava/ResNet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 3-Clause ""New"" or ""Revised"" License",github,,"BSD 3-Clause ""New"" or ""Revised"" License"
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970585,url,https://github.com/TuSimple/resnet.mxnet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970584,url,https://github.com/uclaml/Frank-Wolfe-AdvML,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970583,url,https://github.com/Stick-To/ResNet-TF,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970582,url,https://github.com/Stick-To/ResNet-tensorflow,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970581,url,https://github.com/hysts/pytorch_resnet_preact,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970580,url,https://github.com/Stick-To/resnet,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970579,url,https://github.com/Halesu/4th-ML100Days,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970578,url,https://github.com/farrell236/ResNetAE,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970577,url,https://github.com/bazilas/matconvnet-ResNet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970576,url,https://github.com/Graylab/deepH3-distances-orientations,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970575,url,https://github.com/deontaepharr/Residual-Attention-Network,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970574,url,https://github.com/P2333/Mixup-Inference,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970573,url,https://github.com/huangleiBuaa/DecorrelatedBN,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 2-Clause ""Simplified"" License",github,,"BSD 2-Clause ""Simplified"" License"
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970572,url,https://github.com/umich-vl/DecorrelatedBN,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,"Valid: License: BSD 2-Clause ""Simplified"" License",github,,"BSD 2-Clause ""Simplified"" License"
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970571,url,https://github.com/poloclub/jpeg-defense,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970570,url,https://github.com/marload/ConvNets-TensorFlow2,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970569,url,https://github.com/junhocho/SRGAN,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970568,url,https://github.com/P2333/Max-Mahalanobis-Training,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970567,url,https://github.com/edufonseca/icassp19,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: MIT License,github,,MIT License
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970566,url,https://github.com/google-research/diffstride,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970565,url,https://github.com/alrojo/lasagne_residual_network,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970564,url,https://github.com/mindspore-ai/models/blob/master/research/cv/resnetv2,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970563,url,https://github.com/Deci-AI/super-gradients,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: Apache License 2.0,github,,Apache License 2.0
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970562,url,https://github.com/wenxinxu/resnet_in_tensorflow,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970561,url,https://github.com/wenxinxu/resnet-in-tensorflow,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970560,url,https://github.com/KaimingHe/resnet-1k-layers,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970559,url,https://github.com/raghakot/keras-resnet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970558,url,https://github.com/osmr/imgclsmob,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970557,url,https://github.com/tensorpack/tensorpack/tree/master/examples/ResNet,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970556,url,https://github.com/tensorflow/models/tree/master/research/resnet,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970555,url,https://github.com/tensorflow/models/tree/master/research/slim,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R525745,R11019,Identity Mappings in Deep Residual Networks,P4077,source code,L970554,url,https://github.com/tensorflow/models,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P41989,Source url,L580195,url,http://gephi.org,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
